neighbourhood,price
West Lawn,114
Clearing,499
Washington Park,122
Lake View,522
Lincoln Park,160
West Town,259
Lincoln Square,119
Lake View,48
Albany Park,214
Brighton Park,44
Logan Square,224
Near West Side,59
Lake View,201
Logan Square,78
Hermosa,100
Bridgeport,158
Uptown,200
Lincoln Park,160
Douglas,115
Bridgeport,53
Rogers Park,249
Mckinley Park,41
Douglas,55
Irving Park,
Mckinley Park,44
Mckinley Park,41
Brighton Park,42
Brighton Park,41
Brighton Park,41
Bridgeport,53
Bridgeport,135
Logan Square,254
Near North Side,681
Near North Side,556
Near North Side,676
Fuller Park,250
Irving Park,164
North Center,200
Armour Square,266
Lake View,55
Lake View,65
Bridgeport,42
Woodlawn,96
Woodlawn,63
Portage Park,154
Portage Park,120
Near West Side,48
Portage Park,98
Lake View,160
Lincoln Park,202
Near West Side,319
Loop,185
Lincoln Park,
West Town,326
Rogers Park,112
Woodlawn,111
Woodlawn,943
Bridgeport,49
West Town,446
Lower West Side,115
Near North Side,299
Avondale,138
Near North Side,265
Grand Boulevard,212
West Ridge,110
Englewood,100
Near North Side,190
Near North Side,168
Near North Side,217
Edgewater,216
Lower West Side,114
Mckinley Park,127
Lower West Side,91
Lower West Side,96
Lower West Side,134
Lake View,644
East Garfield Park,427
Woodlawn,246
Near South Side,576
Uptown,98
Lincoln Square,338
Washington Heights,188
Douglas,138
North Center,216
Logan Square,200
Logan Square,91
North Center,164
West Ridge,125
Edgewater,
Kenwood,405
Bridgeport,205
Edgewater,56
Edgewater,259
South Shore,180
Lake View,257
Near North Side,430
Lincoln Park,624
Forest Glen,197
Beverly,396
Woodlawn,171
Douglas,50
Lake View,1084
Lower West Side,110
Mount Greenwood,106
Lake View,369
Near North Side,262
Logan Square,246
Near South Side,423
Irving Park,100
Humboldt Park,94
West Ridge,304
Lake View,65
Lake View,64
Lake View,225
Lake View,64
Lake View,66
Hermosa,117
Lower West Side,
Uptown,212
Lincoln Square,78
South Shore,121
North Center,773
Near South Side,458
Englewood,117
Near North Side,784
Lincoln Park,356
Edgewater,117
West Town,142
Lincoln Park,369
Lake View,212
Near North Side,118
Loop,343
West Town,124
Brighton Park,188
Woodlawn,45
Woodlawn,45
Rogers Park,74
Edgewater,121
Edgewater,114
Irving Park,191
Lake View,397
Edgewater,
Lincoln Park,167
Near South Side,201
Near South Side,297
Near South Side,344
Near South Side,201
Austin,126
Norwood Park,160
Near South Side,302
Near South Side,428
Near South Side,349
Near South Side,349
Near South Side,201
Near South Side,418
Lower West Side,60
Lake View,209
Logan Square,340
Near South Side,428
Near South Side,201
Near South Side,302
Near South Side,489
Near South Side,202
Norwood Park,153
Rogers Park,118
Edgewater,126
Rogers Park,237
Rogers Park,116
West Town,
Avondale,86
South Shore,107
Portage Park,103
Bridgeport,294
West Town,
Belmont Cragin,101
Austin,170
Brighton Park,131
Near West Side,240
Armour Square,248
Dunning,186
Lincoln Park,390
Logan Square,242
Loop,255
West Town,184
Loop,451
Kenwood,55
Loop,531
Loop,2378
Belmont Cragin,80
Humboldt Park,51
Loop,325
Near South Side,277
Lake View,464
Lake View,77
Englewood,50
West Ridge,425
Avondale,170
Near West Side,75
Hermosa,789
Brighton Park,35
North Park,96
Englewood,55
Loop,270
Near North Side,199
Douglas,145
Logan Square,338
Near West Side,85
North Lawndale,504
Near North Side,270
Woodlawn,30
Portage Park,91
Humboldt Park,51
Avondale,32
Humboldt Park,59
Armour Square,42
Armour Square,53
Logan Square,186
Englewood,43
North Park,69
Kenwood,118
Lake View,321
Kenwood,59
Kenwood,65
Lake View,346
Portage Park,291
Chatham,150
Near South Side,266
Lake View,321
Near South Side,207
Near South Side,302
Near South Side,216
Irving Park,128
Near South Side,408
Near South Side,434
Near South Side,423
Near South Side,469
Lake View,253
Lower West Side,248
Lake View,328
Englewood,41
Loop,144
East Garfield Park,173
Roseland,124
Lincoln Park,814
Logan Square,768
Albany Park,98
Logan Square,132
Washington Park,250
Lincoln Park,
Lincoln Square,155
Lincoln Square,118
Loop,250
Loop,352
West Town,219
Avondale,111
Near North Side,129
Humboldt Park,113
Near South Side,239
Rogers Park,99
Near West Side,160
Greater Grand Crossing,90
Humboldt Park,234
Englewood,43
Loop,276
Belmont Cragin,150
East Garfield Park,284
Belmont Cragin,310
West Town,115
Logan Square,49
Forest Glen,180
Beverly,203
Uptown,121
Uptown,857
Logan Square,207
Loop,981
Near West Side,50
Lincoln Park,462
Armour Square,212
Logan Square,120
West Town,285
West Ridge,111
Lincoln Park,180
Rogers Park,512
Lincoln Park,397
Grand Boulevard,150
Logan Square,165
Lake View,214
West Ridge,114
Lincoln Park,138
Loop,184
Uptown,
Near West Side,116
Loop,446
Loop,496
Loop,476
Loop,580
Humboldt Park,404
Loop,610
Logan Square,54
Near South Side,302
Near South Side,443
New City,
West Town,308
Albany Park,118
Loop,196
Englewood,45
Brighton Park,35
Belmont Cragin,150
West Town,100
Woodlawn,239
Edgewater,159
Avondale,155
Dunning,151
Roseland,115
Lincoln Park,315
Uptown,124
Grand Boulevard,125
Humboldt Park,146
Near West Side,44
Near West Side,43
Near North Side,150
Logan Square,
Woodlawn,321
Belmont Cragin,406
Irving Park,117
Bridgeport,85
West Town,120
Kenwood,49
Lincoln Park,153
Loop,238
Avondale,128
Lake View,536
Clearing,70
Jefferson Park,136
Edgewater,181
Edgewater,128
Loop,261
Humboldt Park,121
Lincoln Park,376
Forest Glen,89
Avondale,131
Loop,209
Norwood Park,69
Loop,250
Logan Square,156
Albany Park,65
Near North Side,231
Lower West Side,75
Near West Side,128
Woodlawn,103
South Shore,267
Near North Side,190
Loop,316
Loop,316
Near West Side,165
Logan Square,145
Woodlawn,32
Edgewater,98
Lincoln Square,184
West Englewood,150
Douglas,92
Lincoln Square,466
West Town,636
Near West Side,250
West Town,466
Logan Square,74
West Town,230
Near North Side,200
West Town,211
Lincoln Square,120
Grand Boulevard,140
Archer Heights,85
West Town,346
Douglas,115
West Town,814
Near North Side,1338
Irving Park,150
West Town,308
Hermosa,170
Loop,133
West Town,219
West Ridge,140
West Town,1579
Jefferson Park,258
Loop,316
Loop,316
Loop,316
Lower West Side,98
Near West Side,581
Woodlawn,115
Washington Park,179
Logan Square,250
North Center,247
Lower West Side,63
Lake View,149
Portage Park,83
Lincoln Park,384
Near North Side,132
Grand Boulevard,353
Near North Side,287
Near West Side,205
Logan Square,81
Austin,70
Near North Side,778
Clearing,250
Norwood Park,499
West Town,163
North Center,214
Mckinley Park,31
Near North Side,612
Avondale,186
Avondale,133
Lincoln Square,153
Near North Side,612
Near North Side,612
Near North Side,603
Near North Side,165
Woodlawn,147
South Lawndale,52
Chatham,399
North Center,106
Near North Side,521
Englewood,68
Englewood,68
Near North Side,489
Lincoln Square,225
South Chicago,350
Rogers Park,102
West Town,250
Near South Side,275
Near South Side,266
Humboldt Park,230
Near West Side,195
Near South Side,260
Lincoln Square,126
Avondale,150
Hyde Park,443
West Ridge,111
Bridgeport,189
Grand Boulevard,
West Town,90
Irving Park,
Woodlawn,307
North Center,250
Near North Side,149
Near North Side,125
Near North Side,
Dunning,555
West Town,287
Logan Square,183
Near North Side,173
Bridgeport,143
Albany Park,45
Greater Grand Crossing,178
Lake View,111
Logan Square,131
Lake View,132
West Town,261
Logan Square,147
Near West Side,147
Lincoln Park,366
Lake View,145
Lake View,462
Uptown,153
Lake View,168
Lake View,301
Avondale,226
Lake View,165
Lake View,163
Lake View,185
Lake View,123
Lake View,202
Lake View,261
Lake View,116
Lake View,198
Lake View,151
West Town,212
Hermosa,120
Logan Square,201
North Center,155
Lake View,
Near South Side,250
Lake View,
Edgewater,55
West Town,629
Humboldt Park,
Loop,316
Near West Side,340
Irving Park,232
Douglas,197
Irving Park,190
West Town,140
Uptown,210
West Town,158
Chicago Lawn,133
West Town,283
Kenwood,229
Lake View,
Lower West Side,110
Lincoln Square,195
Near South Side,266
Albany Park,204
Washington Park,420
Washington Heights,264
Lincoln Square,57
Loop,234
Loop,231
Calumet Heights,85
Near West Side,313
Beverly,49
Loop,98
Humboldt Park,72
Loop,316
East Garfield Park,47
Humboldt Park,152
Avondale,158
Auburn Gresham,148
Near North Side,236
West Town,314
Auburn Gresham,211
Lake View,190
Rogers Park,75
Irving Park,115
Edgewater,221
Lake View,91
Bridgeport,
Uptown,127
West Elsdon,85
Lake View,254
Logan Square,257
West Garfield Park,64
Lower West Side,800
Lincoln Park,94
Irving Park,142
Edgewater,300
Lincoln Park,392
West Lawn,93
Loop,214
North Lawndale,75
West Town,317
West Town,235
Albany Park,654
Logan Square,169
Logan Square,251
Near South Side,275
Hermosa,52
West Town,167
Lincoln Square,160
Oakland,397
Near West Side,130
South Shore,100
Bridgeport,115
Near North Side,270
Uptown,149
West Ridge,115
Edgewater,141
Uptown,131
Rogers Park,125
Rogers Park,146
Lincoln Park,80
West Ridge,200
Woodlawn,41
Logan Square,79
Lower West Side,190
Lake View,
Humboldt Park,60
Chatham,159
Near South Side,489
Near North Side,195
Lake View,
Uptown,120
Portage Park,105
South Shore,272
Grand Boulevard,
Lake View,414
Near South Side,418
West Ridge,
Near South Side,464
Lake View,206
Portage Park,65
Loop,250
Woodlawn,192
Logan Square,164
Chatham,61
Near West Side,190
Near South Side,258
Bridgeport,115
West Town,342
West Town,244
Lake View,159
Logan Square,160
Uptown,140
Uptown,126
Lake View,113
Lake View,
Douglas,275
Rogers Park,126
West Town,82
Uptown,329
Rogers Park,119
Loop,241
West Town,145
Uptown,80
North Center,264
Lower West Side,193
Near North Side,554
Uptown,80
Uptown,80
Portage Park,102
Bridgeport,122
Near West Side,171
Near North Side,189
Near North Side,535
Portage Park,114
West Town,150
Lake View,66
Bridgeport,61
Lake View,195
Lake View,125
Lake View,190
Lake View,115
Lake View,152
Lake View,164
West Town,
Lake View,172
Lake View,264
Logan Square,100
Near North Side,128
Near North Side,207
Near North Side,138
Near North Side,207
Near North Side,263
Near North Side,243
Near North Side,290
Near South Side,185
New City,125
Douglas,230
Uptown,132
Clearing,32
West Town,156
West Town,131
South Shore,189
Loop,350
Near North Side,189
Lincoln Square,466
Lower West Side,132
Lake View,1007
Near South Side,175
Near North Side,292
Near South Side,230
Austin,118
Albany Park,428
Near West Side,99
Near North Side,152
Near West Side,265
Near North Side,626
Lower West Side,83
Mckinley Park,201
West Town,99
Lake View,118
Albany Park,125
Rogers Park,195
West Ridge,98
West Ridge,139
Logan Square,422
Lower West Side,202
Rogers Park,148
Lincoln Square,466
East Side,73
Near West Side,306
Near North Side,2386
Lower West Side,731
Loop,516
Irving Park,61
Near South Side,205
West Town,753
Uptown,118
Uptown,134
West Town,250
Near West Side,284
Bridgeport,120
West Town,173
Montclare,211
West Ridge,105
Near West Side,255
Near South Side,225
Near South Side,266
Near South Side,243
Irving Park,135
Mckinley Park,176
Near West Side,158
Near West Side,
Near West Side,157
Near West Side,191
Near North Side,459
Lincoln Park,43
Near North Side,362
Logan Square,179
West Town,375
Loop,579
Loop,553
North Lawndale,222
Edgewater,272
Irving Park,78
Near North Side,334
Dunning,215
Irving Park,126
Rogers Park,260
Chatham,215
Norwood Park,499
Woodlawn,294
Clearing,499
West Lawn,42
North Center,130
Uptown,80
Uptown,80
Uptown,80
North Lawndale,161
Clearing,499
Clearing,250
Clearing,250
Loop,561
Logan Square,328
Near West Side,313
Mckinley Park,127
Lake View,456
Lincoln Park,31
Loop,547
Loop,
Lincoln Park,484
West Town,77
Loop,170
Loop,159
Near West Side,249
Lincoln Square,144
Woodlawn,90
Lake View,
Near West Side,212
Belmont Cragin,626
Near North Side,518
Near North Side,358
West Town,132
Near North Side,285
Near North Side,705
Near North Side,564
Lincoln Square,160
Avondale,127
Lake View,57
South Lawndale,40
Calumet Heights,199
Near West Side,364
Near South Side,205
Woodlawn,408
Near South Side,239
Douglas,
West Town,89
West Town,800
Grand Boulevard,95
Uptown,259
Lower West Side,140
Near South Side,239
Lake View,120
Lake View,148
South Deering,309
Dunning,150
Near North Side,264
West Town,355
Norwood Park,150
North Center,155
Avondale,202
East Garfield Park,436
West Town,
Near South Side,349
Lake View,179
Near West Side,144
Washington Heights,110
Rogers Park,127
South Chicago,52
Irving Park,130
Lincoln Park,158
Avondale,393
Near South Side,225
Lake View,196
Near South Side,248
Lake View,425
Near West Side,359
Near West Side,579
Lincoln Park,216
Lincoln Square,123
Dunning,160
Woodlawn,214
Logan Square,146
South Shore,176
West Town,1084
West Town,1168
Lincoln Square,122
Loop,192
Loop,214
Near West Side,250
Near West Side,220
Near North Side,165
Near South Side,170
Near North Side,660
Near West Side,348
Jefferson Park,553
West Town,191
Near North Side,196
Lake View,223
West Englewood,79
Roseland,130
Avondale,71
Austin,103
Uptown,125
Kenwood,190
Near North Side,198
Edgewater,133
Hyde Park,405
Logan Square,564
Uptown,65
Grand Boulevard,120
Near West Side,250
Near South Side,168
Near South Side,215
Humboldt Park,127
Loop,531
Logan Square,
Logan Square,575
East Garfield Park,98
Bridgeport,
Logan Square,341
Near South Side,349
Near South Side,297
Lincoln Park,
Lake View,598
Lake View,183
Austin,470
Near West Side,304
Lower West Side,200
Lake View,481
Loop,307
Logan Square,99
Near South Side,304
West Town,173
Logan Square,117
West Town,208
West Ridge,140
Near North Side,180
Irving Park,99
South Chicago,25
Loop,245
Near West Side,397
Logan Square,122
Lake View,54
Lake View,72
Lake View,68
Irving Park,133
Lincoln Square,130
Belmont Cragin,256
West Town,162
West Town,191
Grand Boulevard,125
Loop,186
West Town,259
Lincoln Park,149
Loop,619
Bridgeport,126
Bridgeport,105
Albany Park,68
South Lawndale,50
Near South Side,199
Near South Side,330
Near South Side,232
Near North Side,153
Edgewater,214
Bridgeport,87
Loop,183
Loop,124
Near West Side,195
Loop,230
Lincoln Park,35
Irving Park,128
Near West Side,94
Lower West Side,102
Rogers Park,177
Near South Side,242
West Town,99
Lincoln Park,222
South Shore,72
West Town,104
Bridgeport,
Lower West Side,114
Avondale,127
Logan Square,110
Lincoln Park,275
Grand Boulevard,78
West Town,157
East Garfield Park,88
West Town,120
Near South Side,428
East Garfield Park,392
West Town,409
West Town,
Loop,197
Near North Side,261
Bridgeport,
Bridgeport,
Near West Side,50
Avondale,190
Portage Park,65
Rogers Park,105
West Ridge,104
Portage Park,95
Portage Park,97
Rogers Park,105
Near North Side,345
Grand Boulevard,549
Douglas,100
Logan Square,249
Bridgeport,
Bridgeport,119
Near South Side,175
Portage Park,113
Douglas,56
Near South Side,125
Loop,205
East Side,33
Douglas,
Englewood,91
Lincoln Park,208
Near West Side,303
Edgewater,331
Avondale,165
Loop,202
Loop,138
Near North Side,261
Near West Side,121
West Town,178
Portage Park,104
Logan Square,210
Logan Square,63
South Chicago,29
Irving Park,102
South Shore,189
Near North Side,113
Irving Park,202
Lake View,83
Near North Side,246
Near North Side,261
Humboldt Park,206
Portage Park,100
Lake View,146
Loop,154
Edgewater,177
West Town,201
West Town,161
Edgewater,126
Near North Side,5120
Douglas,220
West Town,2493
Edgewater,
Lake View,326
Lower West Side,213
Near West Side,460
Near North Side,223
Lake View,149
Lower West Side,120
West Ridge,79
West Ridge,225
Near South Side,253
Near South Side,232
Loop,207
West Town,500
Grand Boulevard,86
Lake View,314
Near North Side,216
Lake View,154
Lake View,151
Lake View,399
Humboldt Park,80
South Chicago,35
Avondale,186
Jefferson Park,531
Avondale,255
Jefferson Park,137
Uptown,130
Near North Side,326
Near North Side,209
Near South Side,90
Portage Park,89
Chatham,399
Norwood Park,499
Lower West Side,119
Logan Square,144
Lincoln Square,107
Loop,176
West Town,1011
West Lawn,41
West Town,150
Belmont Cragin,81
Norwood Park,499
Lower West Side,157
Chatham,399
Mckinley Park,39
East Side,21
East Side,21
East Side,
East Side,21
Greater Grand Crossing,141
Grand Boulevard,105
Greater Grand Crossing,80
Greater Grand Crossing,90
Jefferson Park,67
Jefferson Park,
Lincoln Park,
Logan Square,179
Loop,176
Loop,176
Loop,149
Near South Side,712
West Town,279
Near West Side,419
Near West Side,422
West Ridge,39
Near North Side,508
Lake View,
Chatham,374
Kenwood,270
Bridgeport,35
Near West Side,440
Near West Side,423
South Shore,888
Near West Side,384
Near North Side,287
Edgewater,98
Near North Side,266
Armour Square,47
Avondale,118
Uptown,93
Near South Side,243
Near South Side,238
Lake View,405
Near North Side,182
Near North Side,194
Logan Square,
East Garfield Park,174
Grand Boulevard,172
Near South Side,263
Lake View,136
Near South Side,68
Near West Side,398
Logan Square,393
Logan Square,393
Loop,182
Armour Square,223
Logan Square,229
Ohare,306
Lincoln Square,129
Lincoln Square,119
Kenwood,208
Rogers Park,145
South Chicago,33
Avondale,175
Logan Square,246
Mckinley Park,348
Edgewater,207
Portage Park,106
West Town,328
Near South Side,239
West Town,894
West Town,235
West Town,269
Hyde Park,182
Edgewater,900
Near North Side,175
Hyde Park,258
Lake View,175
Portage Park,153
Norwood Park,110
Avondale,139
South Chicago,395
Mckinley Park,111
Loop,205
Logan Square,135
Near South Side,309
Near South Side,171
Lower West Side,211
Lower West Side,48
Albany Park,45
Rogers Park,97
Albany Park,45
Albany Park,45
Avondale,138
Loop,1705
Loop,1954
Albany Park,288
West Town,866
Rogers Park,123
West Town,541
Lake View,324
Hyde Park,153
Near North Side,206
Near South Side,196
Near South Side,123
Near South Side,177
Lincoln Square,156
Uptown,85
Avondale,60
Hegewisch,108
Rogers Park,105
Hyde Park,
Near North Side,298
Rogers Park,98
West Town,332
Jefferson Park,210
Humboldt Park,185
Loop,252
Loop,214
West Town,89
Washington Park,127
West Town,209
Loop,210
Loop,229
Near West Side,191
Near North Side,166
Lake View,115
Lincoln Park,317
Pullman,38
West Town,1276
Avondale,92
West Town,1969
West Town,200
West Town,2911
Lake View,185
West Town,2721
Bridgeport,43
Near South Side,208
Logan Square,140
Near South Side,214
Near North Side,217
Portage Park,107
Woodlawn,42
Logan Square,159
Lower West Side,133
Near South Side,205
Woodlawn,47
West Ridge,142
Edgewater,69
Woodlawn,85
Near West Side,561
Avondale,249
Jefferson Park,144
East Side,46
Grand Boulevard,216
Loop,180
Logan Square,289
South Chicago,132
West Town,
Near South Side,349
North Lawndale,150
Morgan Park,226
Grand Boulevard,137
Lower West Side,
Lake View,163
Portage Park,412
Hermosa,213
Logan Square,250
North Center,239
Avondale,92
Belmont Cragin,94
Lincoln Park,322
West Ridge,147
West Ridge,127
Rogers Park,180
Lower West Side,140
Logan Square,40
Uptown,122
West Ridge,141
West Town,1918
Humboldt Park,178
Lake View,84
Norwood Park,39
Logan Square,250
Lake View,80
Lake View,73
West Ridge,129
East Garfield Park,448
Lake View,169
Near West Side,65
Portage Park,102
Avondale,225
Near South Side,241
Lake View,778
Near South Side,470
Near West Side,186
West Town,483
West Ridge,184
Loop,184
Near North Side,283
Belmont Cragin,101
Lower West Side,223
Pullman,24
Albany Park,250
Calumet Heights,152
Near North Side,195
Near North Side,246
Near South Side,428
East Garfield Park,58
West Town,170
Douglas,468
Norwood Park,300
Portage Park,
Lake View,168
Hermosa,280
Near South Side,156
Loop,421
Logan Square,143
Washington Park,97
Loop,146
Loop,173
Portage Park,516
West Ridge,302
Near North Side,2321
Loop,182
Brighton Park,151
Loop,316
Lower West Side,128
Mckinley Park,205
Armour Square,47
Oakland,250
Irving Park,106
Grand Boulevard,500
Near North Side,518
Lake View,879
Uptown,222
Near West Side,821
Near West Side,236
Loop,185
Near West Side,182
Near North Side,155
Lincoln Park,359
Near North Side,279
Near North Side,
Near North Side,117
Near North Side,184
Near North Side,299
Near North Side,405
Near North Side,176
Near North Side,200
Edgewater,391
Near North Side,458
Near North Side,473
Lake View,275
Near North Side,203
Loop,316
Austin,333
Near West Side,208
Lake View,237
Roseland,121
East Garfield Park,137
Rogers Park,110
Logan Square,199
Near West Side,1121
Near West Side,1524
Greater Grand Crossing,530
Logan Square,66
Edgewater,210
Rogers Park,205
Near North Side,213
Near North Side,
North Lawndale,191
Loop,174
West Elsdon,105
Washington Park,117
Irving Park,132
Near North Side,
Bridgeport,48
Uptown,227
Lower West Side,555
Loop,316
Hyde Park,40
Lower West Side,246
Near North Side,189
Logan Square,82
West Ridge,41
Logan Square,85
Logan Square,179
Bridgeport,107
Loop,182
Lake View,643
Loop,316
Loop,316
Loop,316
Loop,316
Lake View,118
Austin,85
Logan Square,60
Hyde Park,175
West Ridge,153
Near North Side,232
Near North Side,188
Loop,174
Hyde Park,366
Hyde Park,376
West Town,236
Woodlawn,104
Near North Side,116
West Pullman,97
Near North Side,40
Edgewater,162
Lincoln Park,206
West Town,218
West Town,196
West Town,235
Rogers Park,163
Edgewater,183
Lower West Side,205
Edgewater,152
Near South Side,266
Loop,1277
Portage Park,79
Loop,316
Brighton Park,
Douglas,125
Near North Side,200
Washington Park,204
Irving Park,120
Lake View,290
Lower West Side,46
Lower West Side,48
Loop,316
Lower West Side,47
Near West Side,40
Near South Side,349
Near North Side,336
Lake View,414
Near North Side,175
Lake View,70
Norwood Park,193
Humboldt Park,167
Armour Square,43
Armour Square,41
Armour Square,51
Logan Square,93
Lincoln Square,
Austin,112
Near West Side,261
Near North Side,247
Albany Park,56
Lower West Side,165
Lake View,411
West Garfield Park,109
Loop,379
Rogers Park,127
West Town,1998
Near North Side,201
Near South Side,205
Douglas,633
Lake View,416
West Ridge,160
Near North Side,130
Near South Side,201
Near South Side,201
Near South Side,192
Albany Park,271
South Shore,30
Near North Side,277
Near North Side,224
Near North Side,110
Lake View,231
Near South Side,253
Logan Square,271
Near South Side,201
Lower West Side,45
West Ridge,80
Woodlawn,85
Montclare,205
Avondale,129
Lincoln Park,815
Uptown,259
East Garfield Park,80
West Town,
West Town,165
West Town,153
Rogers Park,
Mckinley Park,80
Mckinley Park,70
Logan Square,570
West Town,89
West Town,178
West Town,171
South Lawndale,169
Armour Square,43
Armour Square,45
Lake View,179
Logan Square,130
Armour Square,300
Near West Side,39
West Town,650
Lake View,126
Grand Boulevard,107
Edgewater,94
Lake View,277
Mckinley Park,
West Town,190
Woodlawn,100
West Town,
Near North Side,213
Lincoln Square,200
Rogers Park,112
West Town,384
Rogers Park,100
West Town,261
Avondale,80
Near South Side,205
Humboldt Park,71
Logan Square,165
Near North Side,180
Rogers Park,133
Edgewater,270
Bridgeport,125
Albany Park,171
Loop,166
Lake View,226
Grand Boulevard,150
Loop,219
North Center,199
Lake View,232
Albany Park,193
West Town,151
Lincoln Park,235
Lower West Side,194
East Garfield Park,96
Washington Park,116
Near South Side,82
Grand Boulevard,188
Avondale,89
Logan Square,63
Logan Square,66
Lake View,443
South Shore,160
Albany Park,70
Uptown,
Near West Side,220
Near West Side,220
Near West Side,310
Near West Side,240
Near West Side,240
Near West Side,385
Mckinley Park,51
Jefferson Park,177
Near West Side,720
Near West Side,480
Portage Park,104
Loop,249
Douglas,405
Near West Side,384
Near West Side,248
Near West Side,216
Near West Side,725
Near West Side,480
Near West Side,524
Near West Side,480
Near West Side,400
Near West Side,400
Austin,68
Near West Side,400
New City,189
Hyde Park,329
Loop,177
Near North Side,162
Uptown,303
Near West Side,469
Near North Side,174
West Town,221
Edgewater,275
Logan Square,221
Near West Side,248
East Garfield Park,99
East Garfield Park,97
East Garfield Park,96
East Garfield Park,96
East Garfield Park,95
Woodlawn,110
Morgan Park,76
Humboldt Park,227
Loop,171
Bridgeport,202
Near West Side,269
Avondale,474
Belmont Cragin,249
West Englewood,189
West Town,224
West Town,
Logan Square,163
Near North Side,271
Mckinley Park,120
Near West Side,250
Norwood Park,180
Loop,555
Near West Side,270
Oakland,127
Loop,502
Loop,1225
Douglas,137
Washington Heights,246
Douglas,
Near North Side,317
Logan Square,153
Lower West Side,142
Near South Side,318
Near South Side,318
Albany Park,114
East Garfield Park,421
Chatham,199
Near West Side,245
Near West Side,201
Near West Side,198
Lake View,130
Lake View,228
Near North Side,314
Lake View,346
North Center,203
Loop,161
Loop,176
Near West Side,167
Woodlawn,46
West Town,
Irving Park,520
Woodlawn,133
South Deering,203
Lake View,250
Edgewater,164
Near South Side,500
Near South Side,500
Near South Side,500
Near South Side,580
South Shore,49
Auburn Gresham,279
West Town,235
Albany Park,105
Edgewater,173
Uptown,213
Woodlawn,39
Loop,140
Lincoln Square,180
Portage Park,165
Woodlawn,44
Avondale,117
Loop,200
Near North Side,174
Near South Side,509
Loop,174
West Ridge,190
Washington Park,128
Logan Square,192
Washington Park,94
Auburn Gresham,165
Bridgeport,109
Albany Park,115
Archer Heights,100
Hegewisch,99
South Shore,31
South Shore,29
South Shore,31
Grand Boulevard,120
West Town,112
West Town,132
North Lawndale,120
Woodlawn,195
New City,141
West Englewood,26
Near North Side,103
Jefferson Park,62
Logan Square,420
Loop,85
Near West Side,299
Lake View,574
Rogers Park,301
West Town,138
Near North Side,185
Near North Side,194
Near North Side,350
West Town,418
Greater Grand Crossing,123
Near North Side,178
Englewood,55
Chatham,200
Irving Park,435
Near North Side,357
East Garfield Park,250
Bridgeport,69
Near South Side,418
Near South Side,302
Near North Side,137
Edgewater,167
West Town,178
Logan Square,158
Lake View,199
Near North Side,152
Rogers Park,159
West Town,150
West Town,167
West Town,146
West Town,141
Edgewater,276
Edgewater,143
Lake View,239
Rogers Park,125
Rogers Park,128
Uptown,200
Logan Square,88
Lincoln Park,469
Edgewater,78
East Garfield Park,62
South Shore,221
Humboldt Park,102
Lake View,250
Near North Side,239
Near North Side,239
Near North Side,239
West Town,57
Near North Side,236
Near North Side,236
Near North Side,171
Grand Boulevard,257
Grand Boulevard,325
Edgewater,201
Near North Side,358
West Englewood,110
Lincoln Square,90
Lake View,223
Forest Glen,89
Grand Boulevard,151
Irving Park,47
Rogers Park,250
Near North Side,420
Roseland,199
Logan Square,170
Lake View,110
Lincoln Park,317
Lake View,554
Loop,
Auburn Gresham,104
Lake View,128
Lincoln Square,232
Lake View,128
Albany Park,120
Near South Side,201
Lake View,271
Lake View,93
West Town,678
Englewood,71
Englewood,38
Englewood,75
Englewood,42
Englewood,39
Rogers Park,526
Englewood,66
Austin,191
Austin,168
South Chicago,185
South Chicago,21
Loop,242
North Center,154
West Town,324
Near North Side,320
Lower West Side,247
Austin,163
Near South Side,479
West Town,980
Washington Park,150
West Town,1067
West Town,512
Kenwood,82
Belmont Cragin,175
Lake View,143
Loop,167
Near North Side,513
Near North Side,604
Near North Side,129
Near North Side,381
Lake View,116
Lower West Side,41
Loop,169
Lake View,786
Pullman,143
Lower West Side,232
West Englewood,110
Edgewater,
Near West Side,217
Grand Boulevard,322
Lake View,356
Lower West Side,157
Lincoln Park,202
Logan Square,147
Logan Square,223
Near North Side,175
Loop,190
Edgewater,
Lake View,165
Lake View,350
Lake View,500
Near North Side,435
Near North Side,564
West Town,218
Near North Side,193
Lincoln Park,279
Loop,167
Lake View,228
Armour Square,122
Near North Side,90
Bridgeport,55
Ashburn,300
Lake View,230
Lincoln Park,102
Lincoln Park,142
Near West Side,175
Humboldt Park,314
Near North Side,
Lake View,280
Edgewater,199
West Town,372
Near North Side,190
Near North Side,201
Near North Side,343
Near North Side,200
Hermosa,593
Lincoln Park,400
Woodlawn,134
Lower West Side,225
Near North Side,651
Greater Grand Crossing,155
Logan Square,1000
Near North Side,1180
Near North Side,1097
Austin,483
Avondale,132
Lake View,671
Near West Side,351
Near West Side,263
Near West Side,269
Near South Side,253
Loop,193
Norwood Park,116
West Lawn,71
Kenwood,
Kenwood,
Greater Grand Crossing,271
West Englewood,55
North Lawndale,
Near West Side,90
Lake View,364
Logan Square,148
Bridgeport,167
Near South Side,509
West Town,1226
West Town,159
Logan Square,192
Irving Park,185
Greater Grand Crossing,117
Austin,95
Humboldt Park,160
Humboldt Park,204
Irving Park,139
Hyde Park,65
West Town,1314
South Shore,60
South Shore,55
Lake View,100
Logan Square,273
Lake View,
Lake View,384
West Town,142
Near North Side,156
West Town,
Near North Side,226
Logan Square,179
Near North Side,213
West Garfield Park,34
